id,text,category
TFS#10:2,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,SERVICE#GENERAL
TFS#10:3,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",FOOD#QUALITY
TFS#10:3,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",FOOD#QUALITY
TFS#10:4,"However, our main course was wonderful.",FOOD#QUALITY
TFS#10:5,I had fish and my husband had the filet - both of which exceeded our expectations.,FOOD#QUALITY
TFS#10:5,I had fish and my husband had the filet - both of which exceeded our expectations.,FOOD#QUALITY
TFS#10:6,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",FOOD#QUALITY
TFS#10:6,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",SERVICE#GENERAL
TFS#10:7,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,SERVICE#GENERAL
TFS#10:8,Not what I would expect for the price and prestige of this location.,SERVICE#GENERAL
TFS#10:8,Not what I would expect for the price and prestige of this location.,RESTAURANT#PRICES
TFS#10:8,Not what I would expect for the price and prestige of this location.,RESTAURANT#MISCELLANEOUS
TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",RESTAURANT#GENERAL
TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",AMBIENCE#GENERAL
TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",SERVICE#GENERAL
Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",AMBIENCE#GENERAL
Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,AMBIENCE#GENERAL
Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,SERVICE#GENERAL
Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,SERVICE#GENERAL
Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,SERVICE#GENERAL
Z#9:3,The food was ok and fair nothing to go crazy.,FOOD#QUALITY
Z#9:4,over.,
Z#9:5,Over all the looks of the place exceeds the actual meals.,AMBIENCE#GENERAL
Z#9:5,Over all the looks of the place exceeds the actual meals.,FOOD#QUALITY
Z#9:6,So what you really end up paying for is the restaurant not the food.,RESTAURANT#PRICES
Z#9:6,So what you really end up paying for is the restaurant not the food.,AMBIENCE#GENERAL
Z#9:6,So what you really end up paying for is the restaurant not the food.,FOOD#QUALITY
Z#9:7,Will prob. not return but it is a great dinning experience to try atleast once.,RESTAURANT#GENERAL
Z#9:7,Will prob. not return but it is a great dinning experience to try atleast once.,RESTAURANT#GENERAL
NP#3:0,Impressed...,RESTAURANT#GENERAL
NP#3:1,Subtle food and service,FOOD#QUALITY
NP#3:1,Subtle food and service,SERVICE#GENERAL
NP#3:2,Noodle pudding is exactly the type of service and food I enjoy.,SERVICE#GENERAL
NP#3:2,Noodle pudding is exactly the type of service and food I enjoy.,FOOD#QUALITY
NP#3:3,"Servers are all different, Greg is my favorite.",SERVICE#GENERAL
NP#3:4,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",SERVICE#GENERAL
NP#3:5,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,SERVICE#GENERAL
NP#3:6,Prices are fair across the board for both food and bev.,FOOD#PRICES
NP#3:6,Prices are fair across the board for both food and bev.,DRINKS#PRICES
NP#3:7,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",SERVICE#GENERAL
NP#3:8,Restaurants in manhattan should try to model food and service after this place.,
BHD#7:0,amazing fresh dogs but best of all endless toppings!!!,FOOD#QUALITY
BHD#7:0,amazing fresh dogs but best of all endless toppings!!!,FOOD#STYLE_OPTIONS
BHD#7:1,this place had ALL the trimmings and i mean all.,FOOD#STYLE_OPTIONS
BHD#7:2,"peppers, onions, relish, chilli, cheeses, you NAME it.",FOOD#STYLE_OPTIONS
BHD#7:3,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,RESTAURANT#GENERAL
BHD#7:3,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,FOOD#QUALITY
CLF#5:0,BEST DINING EXPERIENCE IN THE WEST VILLAGE!,RESTAURANT#GENERAL
CLF#5:1,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,RESTAURANT#GENERAL
CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,AMBIENCE#GENERAL
CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,FOOD#QUALITY
CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,SERVICE#GENERAL
CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,RESTAURANT#GENERAL
CLF#5:3,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,DRINKS#QUALITY
CLF#5:4,"Food took some time to prepare, all worth waiting for.",FOOD#QUALITY
CLF#5:4,"Food took some time to prepare, all worth waiting for.",SERVICE#GENERAL
CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,AMBIENCE#GENERAL
CLF#5:6,I never write on these sites but this restaurant is def worth commending!,RESTAURANT#GENERAL
CLF#5:7,Great find in the West Village!,RESTAURANT#GENERAL
NP#4:0,Maggot in the food!,FOOD#QUALITY
NP#4:1,I've been wanting to go to this place forever and finally got a table.,
NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",FOOD#STYLE_OPTIONS
NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",SERVICE#GENERAL
NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",FOOD#QUALITY
NP#4:3,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",FOOD#QUALITY
NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",SERVICE#GENERAL
NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",SERVICE#GENERAL
NP#4:5,"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",SERVICE#GENERAL
NP#4:6,"Yes, I ate the food, but I certainly would not have if I had seen the maggot before eating, and I was at this point fairly sick to my stomach.",
NP#4:7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",SERVICE#GENERAL
NP#4:8,We paid and left because we didn't feel like arguing any more.,SERVICE#GENERAL
NP#4:9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",FOOD#QUALITY
NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",RESTAURANT#MISCELLANEOUS
NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",SERVICE#GENERAL
FF#1:0,"A fairly late entry into the haute barnyard sweepstakes, Flatbush Farm isn't in the same league as the Blue Hills or even the Farm on Adderlys of the world, but it's pretty good, albeit with a somewhat dismal setting.",
P#6:0,Unhygienic,FOOD#QUALITY
P#6:1,I do not recommend.,RESTAURANT#GENERAL
P#6:2,I went there 2times .,
P#6:3,I got hair in my food 2 times of then !,FOOD#QUALITY
BzG#2:0,"Great place, great value.",RESTAURANT#GENERAL
BzG#2:0,"Great place, great value.",RESTAURANT#PRICES
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#QUALITY
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#STYLE_OPTIONS
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#PRICES
BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL
BzG#2:3,It's a great place to order from or sit-in.,RESTAURANT#MISCELLANEOUS
TVU#4:0,Awesome,RESTAURANT#GENERAL
TVU#4:1,"Inexpensive, unassuming, great time!",RESTAURANT#PRICES
TVU#4:1,"Inexpensive, unassuming, great time!",RESTAURANT#GENERAL
Z#2:0,Sushi experience was unbelievable with my fiance.,FOOD#QUALITY
Z#2:1,Try it!,RESTAURANT#GENERAL
Z#2:2,Very pleased,RESTAURANT#GENERAL
Y#9:0,Good creative rolls!,FOOD#QUALITY
Y#9:0,Good creative rolls!,FOOD#STYLE_OPTIONS
Y#9:1,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",RESTAURANT#MISCELLANEOUS
Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#QUALITY
Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#QUALITY
Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#STYLE_OPTIONS
Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#QUALITY
Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#STYLE_OPTIONS
Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#STYLE_OPTIONS
Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",FOOD#QUALITY
Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",FOOD#QUALITY
Y#9:5,The appetizers are also delicious!,FOOD#QUALITY
Z#5:0,Amazing food.,FOOD#QUALITY
Z#5:1,Mazing interior.,AMBIENCE#GENERAL
Z#5:2,Great food!,FOOD#QUALITY
Z#5:3,I've had my fair share of modern Japanese and this spot delivers.,FOOD#QUALITY
Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",AMBIENCE#GENERAL
Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",AMBIENCE#GENERAL
Z#5:5,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",AMBIENCE#GENERAL
Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,FOOD#QUALITY
Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,AMBIENCE#GENERAL
Z#5:7,Another review here claimed the pre-fix was $29/per person including sake but it is $55 per person not including sake.,
TM#4:0,"Indo Chinese food, pretty good...",FOOD#QUALITY
TM#4:1,Not a very fancy place but very good Chinese style Indian food.,AMBIENCE#GENERAL
TM#4:1,Not a very fancy place but very good Chinese style Indian food.,FOOD#QUALITY
TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY
TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY
TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY
TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",FOOD#QUALITY
TM#4:4,Still we keep going back :),RESTAURANT#GENERAL
TFS#11:0,I was speechless by the horrible food.,FOOD#QUALITY
TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",FOOD#QUALITY
TFS#11:2,"Rather than eating the meat entree being offered, I requested a vegetarian dish.",
TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",SERVICE#GENERAL
TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",FOOD#QUALITY
TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",FOOD#STYLE_OPTIONS
TFS#11:4,"I was so stunned, and I left the dinner hungry and majorly disappointing.",RESTAURANT#GENERAL
TFS#11:5,This place survives on reputation alone.,RESTAURANT#MISCELLANEOUS
TFS#11:6,I will NEVER return.,RESTAURANT#GENERAL
ADLT#10:0,Best In ALL of NYC,RESTAURANT#GENERAL
ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",RESTAURANT#GENERAL
ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",FOOD#QUALITY
ADLT#10:3,"never swaying, never a bad meal, never bad service...",RESTAURANT#GENERAL
ADLT#10:3,"never swaying, never a bad meal, never bad service...",FOOD#QUALITY
ADLT#10:3,"never swaying, never a bad meal, never bad service...",SERVICE#GENERAL
ADLT#10:4,I'm telling you...,
ADLT#10:5,you should travel from the Bronx to try it...,RESTAURANT#GENERAL
ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",FOOD#QUALITY
ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",DRINKS#STYLE_OPTIONS
ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",SERVICE#GENERAL
ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",LOCATION#GENERAL
ADLT#10:7,so delicious!!!!!!,FOOD#QUALITY
PP#3:0,Patsy's Pizza = true love,RESTAURANT#GENERAL
PP#3:1,Hands down the best pizza on the planet.,FOOD#QUALITY
PP#3:2,My bf and I go to the walk-up counter and order a pie.,
PP#3:3,"In about 12 minutes, the thing is gone.",FOOD#QUALITY
PP#3:4,Need I say more?,
BHD#6:0,great hot dogs..,FOOD#QUALITY
BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,FOOD#QUALITY
BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,FOOD#QUALITY
BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,RESTAURANT#MISCELLANEOUS
TM#5:0,great taste,FOOD#QUALITY
TM#5:1,"Great, original taste.",FOOD#QUALITY
TM#5:2,"For me dishes a little oily, but overall dining experience good.",FOOD#QUALITY
TM#5:2,"For me dishes a little oily, but overall dining experience good.",RESTAURANT#GENERAL
TM#5:3,Helpful service and average price per dish $10.,SERVICE#GENERAL
TM#5:3,Helpful service and average price per dish $10.,FOOD#PRICES
TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,AMBIENCE#GENERAL
TM#6:0,great food,FOOD#QUALITY
TM#6:1,This place has great indian chinese food.,FOOD#QUALITY
TM#6:2,The flavors are amazing and the value is phenomenal.,FOOD#QUALITY
TM#6:2,The flavors are amazing and the value is phenomenal.,FOOD#PRICES
TM#6:3,"Be prepared to wait, because the place is pretty tiny.",RESTAURANT#MISCELLANEOUS
TM#6:4,"Also, they do not take credit card so come with cash!",RESTAURANT#MISCELLANEOUS
TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",AMBIENCE#GENERAL
TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",FOOD#QUALITY
TM#6:6,"Best Indian Chinese in the city, by far!",FOOD#QUALITY
TVU#6:0,AMAZING MY FAVORITE!!!,RESTAURANT#GENERAL
TVU#6:1,I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,
TVU#6:2,"I came across Village Underground by accident, now I go there all the time.",RESTAURANT#GENERAL
TVU#6:3,The martinis are amazing and very fairly priced.,DRINKS#QUALITY
TVU#6:3,The martinis are amazing and very fairly priced.,DRINKS#PRICES
TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL
TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL
TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",AMBIENCE#GENERAL
TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",RESTAURANT#GENERAL
TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,SERVICE#GENERAL
TVU#6:7,Which lets face it....at times it's a good thing.,SERVICE#GENERAL
TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#PRICES
TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#GENERAL
TVU#6:9,Highly recommended!,RESTAURANT#GENERAL
ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",RESTAURANT#GENERAL
ADLT#3:1,Everything on the menu is great.,FOOD#QUALITY
ADLT#3:2,This establishment is the real deal.,RESTAURANT#GENERAL
ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",AMBIENCE#GENERAL
ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",FOOD#QUALITY
ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",RESTAURANT#GENERAL
TFS#5:0,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",
TFS#5:1,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,
TFS#5:2,But $500 for a dinner for two that didn't include Wine?,FOOD#PRICES
TFS#5:3,Are you freaking kidding me?,
TFS#5:4,"Look, the appetizers were really good.",FOOD#QUALITY
TFS#5:5,The entree was also very good.,FOOD#QUALITY
TFS#5:6,"Can't argue about that, but they are clearly over priced.",FOOD#PRICES
TFS#5:7,What you are paying for is the environment and the name.,AMBIENCE#GENERAL
TFS#5:7,What you are paying for is the environment and the name.,RESTAURANT#MISCELLANEOUS
TFS#5:7,What you are paying for is the environment and the name.,RESTAURANT#PRICES
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",AMBIENCE#GENERAL
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",RESTAURANT#PRICES
TFS#5:9,$500 included:,
TFS#5:10,Drinks: 2 glasses of Dom Perignon at $35 each.,
TFS#5:11,Starters: Kobe Beef Sashimi.,
TFS#5:12,Which of course is not real Kobe but Wagyu beef.,FOOD#QUALITY
TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,RESTAURANT#MISCELLANEOUS
TFS#5:14,A beef Consomme.,
TFS#5:15,Entrees: Vanison steak and Bison Steak.,
TFS#5:16,Vanison was good but not amazing.,FOOD#QUALITY
TFS#5:17,Bison was quite excellent however.,FOOD#QUALITY
TFS#5:18,Dessert: pure disaster.,FOOD#QUALITY
TFS#5:19,Just not good at all.,FOOD#QUALITY
TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#STYLE_OPTIONS
TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#QUALITY
TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#PRICES
TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#GENERAL
TFS#5:22,I was wrong.,
TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#MISCELLANEOUS
TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#PRICES
TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#GENERAL
TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#PRICES
TFS#5:25,"All in all, the food was great (except for the dessserts).",FOOD#QUALITY
TFS#5:25,"All in all, the food was great (except for the dessserts).",FOOD#QUALITY
TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE#GENERAL
TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,RESTAURANT#MISCELLANEOUS
TFS#5:27,"If you are going for the food, it will not be worth it.",FOOD#QUALITY
TFS#5:28,"Yes, it is good, but I've had better for cheaper.",
TFS#5:29,"You would think they would make up for it with service, sadly, no.",SERVICE#GENERAL
TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",SERVICE#GENERAL
TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",RESTAURANT#PRICES
CLF#3:0,Terrible Waste of money.. scammers,RESTAURANT#GENERAL
CLF#3:0,Terrible Waste of money.. scammers,RESTAURANT#PRICES
CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,RESTAURANT#GENERAL
CLF#3:2,BUT not in a good way.,
CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#GENERAL
CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#PRICES
CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#GENERAL
CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#PRICES
CLF#3:5,We went to celebrate two birthdays and wanted to do something special and different.,
CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#GENERAL
CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#PRICES
CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#GENERAL
CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#PRICES
CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,SERVICE#GENERAL
CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,SERVICE#GENERAL
CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT#GENERAL
CLF#3:11,The place is beautiful!,AMBIENCE#GENERAL
CLF#3:12,The hostess was very pleasant.,SERVICE#GENERAL
CLF#3:13,"However, our $14 drinks were were horrible!",DRINKS#QUALITY
CLF#3:13,"However, our $14 drinks were were horrible!",DRINKS#PRICES
CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",SERVICE#GENERAL
CLF#3:15,"Since we were already waiting so long, we felt we had no other choice but to accept it.",
CLF#3:16,Our experience did not ever get any better.,RESTAURANT#GENERAL
CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,SERVICE#GENERAL
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,SERVICE#GENERAL
CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,SERVICE#GENERAL
CLF#3:20,We asked for beverages and never received them.,SERVICE#GENERAL
CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,SERVICE#GENERAL
CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,FOOD#QUALITY
CLF#3:23,I would not expect this for a $55 dinner.,FOOD#QUALITY
CLF#3:23,I would not expect this for a $55 dinner.,FOOD#PRICES
CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,SERVICE#GENERAL
CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,SERVICE#GENERAL
CLF#3:26,The only beverage we did receive was water in dirty glasses!,SERVICE#GENERAL
CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,SERVICE#GENERAL
CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,RESTAURANT#MISCELLANEOUS
CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",FOOD#QUALITY
CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#PRICES
CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#MISCELLANEOUS
CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,FOOD#QUALITY
CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,RESTAURANT#PRICES
CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#GENERAL
CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#PRICES
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#GENERAL
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#PRICES
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,SERVICE#GENERAL
CLF#3:32,I wish I COULD be refunded!,RESTAURANT#GENERAL
BFC#9:0,Don't go with a larger group than 4!,RESTAURANT#MISCELLANEOUS
BFC#9:1,I went here for a family birthday dinner.,
BFC#9:2,Five of us walked in at approximately 6:20 on a Thursday evening.,
BFC#9:3,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please.""",
BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE#GENERAL
BFC#9:5,The menu is fairly simple without much descriptions.,FOOD#STYLE_OPTIONS
BFC#9:6,"There was no tap beer that evening, which was a disappointment.",DRINKS#STYLE_OPTIONS
BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma.",DRINKS#STYLE_OPTIONS
BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,FOOD#QUALITY
BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,FOOD#STYLE_OPTIONS
BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,SERVICE#GENERAL
BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#STYLE_OPTIONS
BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#QUALITY
BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",FOOD#STYLE_OPTIONS
BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,
BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order.,
BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay.,
BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",SERVICE#GENERAL
BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did.",
BFC#9:16,The food arrived in about 15 minutes.,SERVICE#GENERAL
BFC#9:17,I had the Thai style Fried Sea Bass...which was very good.,FOOD#QUALITY
BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",FOOD#QUALITY
